timestamp,deployment,ready_replicas,available_replicas,updated_replicas,desired_replicas
2026-09-01T15:36:34+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:36:34+08:00,life-assistant-order-service,2,2,2,2
2026-09-01T15:36:34+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:36:34+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:36:50+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:36:50+08:00,life-assistant-order-service,2,2,4,4
2026-09-01T15:36:50+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:36:50+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:37:09+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:37:09+08:00,life-assistant-order-service,2,2,4,4
2026-09-01T15:37:09+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:37:09+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:37:26+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:37:26+08:00,life-assistant-order-service,2,2,4,4
2026-09-01T15:37:26+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:37:26+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:37:45+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:37:45+08:00,life-assistant-order-service,2,2,4,4
2026-09-01T15:37:45+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:37:45+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:38:03+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:38:03+08:00,life-assistant-order-service,4,4,4,4
2026-09-01T15:38:03+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:38:03+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:38:19+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:38:19+08:00,life-assistant-order-service,4,4,4,4
2026-09-01T15:38:19+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:38:19+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:38:36+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:38:36+08:00,life-assistant-order-service,4,4,4,4
2026-09-01T15:38:36+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:38:36+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:38:52+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:38:52+08:00,life-assistant-order-service,4,4,4,4
2026-09-01T15:38:52+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:38:52+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:39:08+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:39:08+08:00,life-assistant-order-service,4,4,4,4
2026-09-01T15:39:08+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:39:08+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:39:25+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:39:25+08:00,life-assistant-order-service,4,4,4,4
2026-09-01T15:39:25+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:39:25+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:39:42+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:39:42+08:00,life-assistant-order-service,4,4,4,4
2026-09-01T15:39:42+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:39:42+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:39:58+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:39:58+08:00,life-assistant-order-service,4,4,4,4
2026-09-01T15:39:58+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:39:58+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:40:15+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:40:15+08:00,life-assistant-order-service,4,4,4,4
2026-09-01T15:40:15+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:40:15+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:40:31+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:40:31+08:00,life-assistant-order-service,4,4,4,4
2026-09-01T15:40:31+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:40:31+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:40:47+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:40:47+08:00,life-assistant-order-service,4,4,4,4
2026-09-01T15:40:47+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:40:47+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:41:04+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:41:04+08:00,life-assistant-order-service,4,4,4,4
2026-09-01T15:41:04+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:41:04+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:41:20+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:41:20+08:00,life-assistant-order-service,4,4,4,4
2026-09-01T15:41:20+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:41:20+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:41:37+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:41:37+08:00,life-assistant-order-service,4,4,4,4
2026-09-01T15:41:37+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:41:37+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:41:53+08:00,life-assistant-merchant-service,5,5,5,5
2026-09-01T15:41:53+08:00,life-assistant-order-service,2,2,2,2
2026-09-01T15:41:53+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:41:53+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:42:09+08:00,life-assistant-merchant-service,2,2,2,2
2026-09-01T15:42:09+08:00,life-assistant-order-service,2,2,2,2
2026-09-01T15:42:09+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:42:09+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:42:26+08:00,life-assistant-merchant-service,2,2,2,2
2026-09-01T15:42:26+08:00,life-assistant-order-service,2,2,2,2
2026-09-01T15:42:26+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:42:26+08:00,life-assistant-user-service,1,1,1,1
2026-09-01T15:42:42+08:00,life-assistant-merchant-service,2,2,2,2
2026-09-01T15:42:42+08:00,life-assistant-order-service,2,2,2,2
2026-09-01T15:42:42+08:00,life-assistant-api-gateway,1,1,1,1
2026-09-01T15:42:42+08:00,life-assistant-user-service,1,1,1,1
