timestamp,hpa,current_replicas,desired_replicas,current_cpu_utilization,target_cpu_utilization,able_to_scale,scaling_active,scaling_limited
2026-09-01T11:38:20+08:00,life-assistant-merchant-service,5,5,5,50,True,True,False
2026-09-01T11:38:20+08:00,life-assistant-api-gateway,2,2,4,60,True,True,False
2026-09-01T11:38:38+08:00,life-assistant-merchant-service,5,5,4,50,True,True,False
2026-09-01T11:38:38+08:00,life-assistant-api-gateway,2,2,4,60,True,True,False
2026-09-01T11:38:57+08:00,life-assistant-merchant-service,5,5,5,50,True,True,False
2026-09-01T11:38:57+08:00,life-assistant-api-gateway,2,2,3,60,True,True,False
2026-09-01T11:39:16+08:00,life-assistant-merchant-service,5,5,6,50,True,True,False
2026-09-01T11:39:16+08:00,life-assistant-api-gateway,2,2,4,60,True,True,False
2026-09-01T11:39:34+08:00,life-assistant-merchant-service,5,5,4,50,True,True,False
2026-09-01T11:39:34+08:00,life-assistant-api-gateway,2,2,3,60,True,True,False
2026-09-01T11:39:53+08:00,life-assistant-merchant-service,5,5,5,50,True,True,False
2026-09-01T11:39:53+08:00,life-assistant-api-gateway,2,2,17,60,True,True,False
2026-09-01T11:40:11+08:00,life-assistant-merchant-service,5,5,5,50,True,True,False
2026-09-01T11:40:11+08:00,life-assistant-api-gateway,2,2,4,60,True,True,False
2026-09-01T11:40:30+08:00,life-assistant-merchant-service,5,5,7,50,True,True,False
2026-09-01T11:40:30+08:00,life-assistant-api-gateway,2,2,4,60,True,True,False
2026-09-01T11:40:48+08:00,life-assistant-merchant-service,5,5,4,50,True,True,False
2026-09-01T11:40:48+08:00,life-assistant-api-gateway,2,2,5,60,True,True,False
2026-09-01T11:41:07+08:00,life-assistant-merchant-service,5,5,3,50,True,True,False
2026-09-01T11:41:07+08:00,life-assistant-api-gateway,2,2,3,60,True,True,False
2026-09-01T11:41:25+08:00,life-assistant-merchant-service,5,5,3,50,True,True,False
2026-09-01T11:41:25+08:00,life-assistant-api-gateway,2,2,3,60,True,True,False
2026-09-01T11:41:44+08:00,life-assistant-merchant-service,5,5,4,50,True,True,False
2026-09-01T11:41:44+08:00,life-assistant-api-gateway,2,1,3,60,True,True,False
2026-09-01T11:42:03+08:00,life-assistant-merchant-service,5,5,4,50,True,True,False
2026-09-01T11:42:03+08:00,life-assistant-api-gateway,1,1,3,60,True,True,False
2026-09-01T11:42:21+08:00,life-assistant-merchant-service,5,2,5,50,True,True,False
2026-09-01T11:42:21+08:00,life-assistant-api-gateway,1,1,3,60,True,True,False
2026-09-01T11:42:40+08:00,life-assistant-merchant-service,2,2,3,50,True,True,True
2026-09-01T11:42:40+08:00,life-assistant-api-gateway,1,1,4,60,True,True,False
2026-09-01T11:42:59+08:00,life-assistant-merchant-service,2,2,4,50,True,True,True
2026-09-01T11:42:59+08:00,life-assistant-api-gateway,1,1,3,60,True,True,False
2026-09-01T11:43:17+08:00,life-assistant-merchant-service,2,2,4,50,True,True,True
2026-09-01T11:43:17+08:00,life-assistant-api-gateway,1,1,3,60,True,True,False
2026-09-01T11:43:35+08:00,life-assistant-merchant-service,2,1,4,50,True,True,False
2026-09-01T11:43:35+08:00,life-assistant-api-gateway,1,1,4,60,True,True,False
2026-09-01T11:43:54+08:00,life-assistant-merchant-service,1,1,3,50,True,True,False
2026-09-01T11:43:54+08:00,life-assistant-api-gateway,1,1,4,60,True,True,False
2026-09-01T11:44:13+08:00,life-assistant-merchant-service,1,1,4,50,True,True,False
2026-09-01T11:44:13+08:00,life-assistant-api-gateway,1,1,4,60,True,True,False
2026-09-01T11:44:31+08:00,life-assistant-merchant-service,1,1,4,50,True,True,False
2026-09-01T11:44:31+08:00,life-assistant-api-gateway,1,1,3,60,True,True,False
2026-09-01T11:44:50+08:00,life-assistant-merchant-service,1,1,7,50,True,True,False
2026-09-01T11:44:50+08:00,life-assistant-api-gateway,1,1,3,60,True,True,False
2026-09-01T11:45:08+08:00,life-assistant-merchant-service,1,1,4,50,True,True,False
2026-09-01T11:45:08+08:00,life-assistant-api-gateway,1,1,4,60,True,True,False
2026-09-01T11:45:26+08:00,life-assistant-merchant-service,1,1,4,50,True,True,False
2026-09-01T11:45:26+08:00,life-assistant-api-gateway,1,1,4,60,True,True,False
2026-09-01T11:45:45+08:00,life-assistant-merchant-service,1,1,5,50,True,True,False
2026-09-01T11:45:45+08:00,life-assistant-api-gateway,1,1,4,60,True,True,False
2026-09-01T11:46:03+08:00,life-assistant-merchant-service,1,1,7,50,True,True,False
2026-09-01T11:46:03+08:00,life-assistant-api-gateway,1,1,4,60,True,True,False
2026-09-01T11:46:22+08:00,life-assistant-merchant-service,1,1,3,50,True,True,False
2026-09-01T11:46:22+08:00,life-assistant-api-gateway,1,1,2,60,True,True,False
2026-09-01T11:46:40+08:00,life-assistant-merchant-service,1,1,10,50,True,True,False
2026-09-01T11:46:40+08:00,life-assistant-api-gateway,1,1,3,60,True,True,False
2026-09-01T11:46:59+08:00,life-assistant-merchant-service,1,1,4,50,True,True,False
2026-09-01T11:46:59+08:00,life-assistant-api-gateway,1,1,3,60,True,True,False
