timestamp,hpa,current_replicas,desired_replicas,current_cpu_utilization,target_cpu_utilization,able_to_scale,scaling_active,scaling_limited
2026-09-03T10:35:26+08:00,life-assistant-api-gateway,1,1,11,60,True,True,False
2026-09-03T10:35:47+08:00,life-assistant-merchant-service,5,5,13,50,True,True,False
2026-09-03T10:35:47+08:00,life-assistant-order-service,,,,,,,
2026-09-03T10:35:47+08:00,life-assistant-api-gateway,1,1,13,60,True,True,False
2026-09-03T10:36:08+08:00,life-assistant-merchant-service,5,5,12,50,True,True,False
2026-09-03T10:36:08+08:00,life-assistant-order-service,,,,,,,
2026-09-03T10:36:08+08:00,life-assistant-api-gateway,1,1,18,60,True,True,False
2026-09-03T10:36:30+08:00,life-assistant-merchant-service,5,5,16,50,True,True,False
2026-09-03T10:36:30+08:00,life-assistant-order-service,,0,,60,,,
2026-09-03T10:36:30+08:00,life-assistant-api-gateway,1,1,10,60,True,True,False
2026-09-03T10:36:48+08:00,life-assistant-merchant-service,5,5,15,50,True,True,False
